MonthlyBudget,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Period12,GLAccountNumber,FiscalYear,BudgetType,JobNumber
102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,102.0000,4090,2017,Supplies,4035
9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,4060,2016,Other,4035
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4003,2016,Other,4035
27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,4021,2016,Other,4035
53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,4021,2016,Other,4037
18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,4060,2016,Other,4037
188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,4090,2016,Supplies,4037
188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,188.0000,4090,2017,Supplies,4037
53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,4022,2016,Other,4037
108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,4022,2016,Other,4040
205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,4090,2017,Supplies,4040
205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,4090,2016,Supplies,4040
36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,4060,2016,Other,4040
23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,4003,2016,Other,4040
108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,108.0000,4021,2016,Other,4040
27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,4001,2016,Other,4040
17.0000,17.0000,17.0000,18.0000,18.0000,18.0000,18.0000,18.0000,17.0000,17.0000,17.0000,16.0000,15.0000,4021,2017,Other,4044
217.0000,217.0000,217.0000,217.0000,217.0000,217.0000,217.0000,217.0000,217.0000,217.0000,217.0000,217.0000,217.0000,4020,2017,Sub-contracted Labor,4044
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4003,2016,Other,4044
8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,4021,2016,Other,4044
3.0000,3.0000,4.0000,4.0000,4.0000,4.0000,4.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,4070,2017,Other,4044
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4001,2016,Other,4044
30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,4090,2017,Supplies,4044
2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,4060,2016,Other,4044
30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,4090,2016,Supplies,4044
4.0000,4.0000,5.0000,6.0000,6.0000,7.0000,8.0000,9.0000,10.0000,12.0000,12.0000,14.0000,15.0000,4022,2017,Other,4044
8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,4022,2016,Other,4044
5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,4090,2016,Supplies,4500
5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,5000.0000,4090,2016,Supplies,4501
76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,76.0000,4090,2016,Supplies,5000
84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,4022,2016,Other,5000
28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,4060,2016,Other,5000
14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,4001,2016,Other,5000
84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,84.0000,4021,2016,Other,5000
12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,4003,2016,Other,5000
3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,4004,2016,Other,5000
243.0000,243.0000,243.0000,243.0000,243.0000,243.0000,243.0000,243.0000,243.0000,243.0000,243.0000,243.0000,243.0000,4020,2016,Sub-contracted Labor,5000
1329.0000,1329.0000,1329.0000,1329.0000,1329.0000,1329.0000,1329.0000,1329.0000,1329.0000,1329.0000,1329.0000,1329.0000,1329.0000,4020,2016,Sub-contracted Labor,5011
178.0000,178.0000,178.0000,178.0000,178.0000,178.0000,178.0000,178.0000,178.0000,178.0000,178.0000,178.0000,178.0000,4003,2016,Other,5011
458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,4021,2016,Other,5011
206.0000,206.0000,206.0000,206.0000,206.0000,206.0000,206.0000,206.0000,206.0000,206.0000,206.0000,206.0000,206.0000,4001,2016,Other,5011
1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,4090,2017,Supplies,5011
458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,458.0000,4022,2016,Other,5011
1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,1119.0000,4090,2016,Supplies,5011
309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,4090,2016,Supplies,6008
72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,4022,2016,Other,6008
36.0000,36.0000,43.0000,50.0000,58.0000,66.0000,75.0000,84.0000,94.0000,105.0000,116.0000,127.0000,139.0000,4022,2017,Other,6008
309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,309.0000,4090,2017,Supplies,6008
24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,4060,2016,Other,6008
21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,4001,2016,Other,6008
30.0000,30.0000,32.0000,34.0000,35.0000,37.0000,39.0000,41.0000,42.0000,44.0000,46.0000,48.0000,49.0000,4070,2017,Other,6008
72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,72.0000,4021,2016,Other,6008
18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,18.0000,4003,2016,Other,6008
6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,4003,2017,Other,6008
154.0000,154.0000,157.0000,159.0000,161.0000,161.0000,161.0000,159.0000,157.0000,154.0000,150.0000,145.0000,139.0000,4021,2017,Other,6008
125.0000,125.0000,121.0000,117.0000,113.0000,109.0000,105.0000,102.0000,98.0000,94.0000,90.0000,86.0000,82.0000,4020,2017,Sub-contracted Labor,6008
2345.0000,2345.0000,2335.0000,2326.0000,2316.0000,2304.0000,2296.0000,2286.0000,2277.0000,2267.0000,2257.0000,2247.0000,2237.0000,4000,2017,Other,6008
151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,4090,2017,Supplies,6009
151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,151.0000,4090,2016,Supplies,6009
50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,4090,2016,Supplies,7001
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18000.0000,18000.0000,4022,2017,Other,7005
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37000.0000,4022,2016,Other,7005
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9000.0000,9000.0000,4090,2017,Supplies,7005
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3557.0000,3542.0000,4070,2017,Other,7005
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9000.0000,4070,2016,Other,7005
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5000.0000,5000.0000,4021,2017,Other,7005
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10000.0000,4021,2016,Other,7005
41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,4090,2017,Supplies,7006
41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,4090,2016,Supplies,7006
20448.0000,20448.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4022,2017,Other,7010
1500.0000,1500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4070,2017,Other,7010
1682.0000,1682.0000,1682.0000,1682.0000,1682.0000,1682.0000,1682.0000,1682.0000,1682.0000,1682.0000,1682.0000,1682.0000,1682.0000,4020,2016,Sub-contracted Labor,8005
2803.0000,2803.0000,2803.0000,2803.0000,2803.0000,2803.0000,2803.0000,2803.0000,2803.0000,2803.0000,2803.0000,2803.0000,2803.0000,4020,2017,Sub-contracted Labor,8006
1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,4020,2016,Sub-contracted Labor,8006
1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,4020,2016,Sub-contracted Labor,8007
5449.0000,5449.0000,5449.0000,5449.0000,5449.0000,5449.0000,5449.0000,5449.0000,5449.0000,5449.0000,5449.0000,5449.0000,5449.0000,4020,2017,Sub-contracted Labor,8007
277.0000,277.0000,277.0000,277.0000,277.0000,277.0000,277.0000,277.0000,277.0000,277.0000,277.0000,277.0000,277.0000,4020,2017,Sub-contracted Labor,8008
1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,4020,2016,Sub-contracted Labor,8008
1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,4020,2016,Sub-contracted Labor,8009
114.0000,114.0000,114.0000,114.0000,114.0000,114.0000,114.0000,114.0000,114.0000,114.0000,114.0000,114.0000,114.0000,4020,2017,Sub-contracted Labor,8009
130.0000,130.0000,130.0000,130.0000,130.0000,130.0000,130.0000,130.0000,130.0000,130.0000,130.0000,130.0000,130.0000,4020,2017,Sub-contracted Labor,8010
1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,4020,2016,Sub-contracted Labor,8010
1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,4020,2016,Sub-contracted Labor,8011
3146.0000,3146.0000,3146.0000,3146.0000,3146.0000,3146.0000,3146.0000,3146.0000,3146.0000,3146.0000,3146.0000,3146.0000,3146.0000,4020,2017,Sub-contracted Labor,8011
1157.0000,1157.0000,1157.0000,1157.0000,1157.0000,1157.0000,1157.0000,1157.0000,1157.0000,1157.0000,1157.0000,1157.0000,1157.0000,4020,2017,Sub-contracted Labor,8012
1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,4020,2016,Sub-contracted Labor,8012
1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,1659.0000,4020,2016,Sub-contracted Labor,8013
522.0000,522.0000,522.0000,522.0000,522.0000,522.0000,522.0000,522.0000,522.0000,522.0000,522.0000,522.0000,522.0000,4020,2017,Sub-contracted Labor,8013
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8050
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8051
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8052
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8053
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8054
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8055
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8056
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8057
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8058
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8059
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8060
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8061
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8062
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8063
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8064
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8065
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8066
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8067
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8068
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8069
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8070
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8071
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8072
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8073
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8074
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8075
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8076
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8077
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8079
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8082
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8083
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8084
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8085
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8086
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8087
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8088
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8089
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8090
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8091
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8092
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8093
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8094
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8095
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8096
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8097
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8098
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8099
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8100
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8101
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8102
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8103
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8104
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4020,2016,Sub-contracted Labor,8105
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8106
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8107
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8108
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8109
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8110
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8111
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8112
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8113
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8114
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8115
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8116
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8117
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8118
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8119
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8120
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8121
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8122
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8123
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8124
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2015,Other,8125
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2017,Other,8126
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8127
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8128
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2015,Other,8129
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8130
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8131
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8132
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8133
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8134
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8135
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8136
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8137
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8138
